,Name,Length,Like,View
328,Ingraham on holding the media accountable for frenzy over Mueller,444,4973,254325
329,Trey Gowdy breaks down what's next for the Mueller report,457,8488,650668
330,Stephen Miller defends Trump's national emergency decision,647,4174,372721
331,Chris Wallace on Conway's 'non-denial denial' on clearances,348,1155,328424
332,Napolitano: Cohen paints a potentially grave picture for the president,245,661,96060
333,Sean Hannity previews his exclusive interview with Trump,1168,1513,112888
334,Conservative writer and Fox News guest Bre Payton dies at 26,21,1426,132417
335,Conservative writer and Fox News guest Bre Payton dies at 26,21,1426,132417
336,'The Five' reacts to Trump's national emergency,564,5503,347349
337,The politics of Trump's national emergency,329,725,80990
338,President Trump reveals why Hanoi summit ended without a deal,313,7410,410129
339,Trump declares a national emergency to build border wall,3049,12181,344762
340,Lindsey Graham reacts to Trump's State of the Union,454,15949,792350
341,Ken Starr on Mueller report: Trump team should be celebrating,1481,4853,390733
342,Alan Dershowitz reacts to Roger Stone’s indictment,703,7814,490728
343,Hannity: Democrats are spinning out of control,1285,7100,293970
344,Mueller completes his investigation: Was the collusion probe a witch hunt?,1063,4121,171448
345,Fox Nation Midterm Election Special,7246,8326,1072024
346,Judge Jeanine: Time for left to fold up their fantasy tents,403,2564,82304
347,Sanders responds to critics of Trump's national emergency declaration,470,2814,140135
348,Republicans call on Schiff to resign during House Intel Committee hearing,562,15846,604978
349,"Stone on his indictment: This is about silencing me, criminalizing political expression",750,9604,451342
350,Hannity: Mueller memos have nothing on Trump,722,1012,56998
351,Hannity: My message to the media,1100,6791,316333
352,Gutfeld: Idea-challenged 2020 Democrats reveal how phony they are,838,5710,189575
353,Inside Trump's new Fox interview,576,579,80507
354,Tucker: No American citizen has been charged with collusion,432,8816,267088
355,‘The Five’ reacts to Trump’s deal to reopen government,482,1209,186345
356,Tucker: Democrats are out for blood,319,3612,141991
357,'The Five' breaks down new details of Flynn's FBI interviews,604,939,72743
358,"6AM | Fox & Friends 4/1/19 | Fox News Today April 1, 2019",2449,42,4918
359,Tucker blasts Buzzfeed after Mueller refutes Cohen story,464,4003,130345
360,Gingrich reacts to the tension between Pelosi and Trump,450,4102,210582
361,Trey Gowdy fires off on McCabe's Russia probe 'bombshells',364,4768,318627
362,Hannity: Buzzfeed spreads fake news,1075,1987,65255
363,"Trump holds 2020 campaign rally in El Paso, Texas",4841,20305,740683
364,Alan Dershowitz reacts to the college admissions scam,447,4040,433430
365,Shapiro blasts 'astonishing' Dem reactions to Mueller report,334,25439,1729988
366,"Trump on divided Congress, Mueller probe, foreign challenges",898,5648,552491
367,Mattis cites clashing views with Trump in resignation,395,468,63089
368,Jared Kushner goes one-on-one with Hannity,517,2957,224647
369,Hannity: We are reaping benefits of Trump's agenda for America,749,4524,188951
370,Gutfeld on new twists in Jussie Smollett investigation,210,7271,243099
371,Hannity: Washington makes a deal,998,2734,213990
372,Congressman and veteran reacts to Trump pulling Syria troops,448,689,76805
373,Michael Cohen testifies before Congress | Full Hearing,26520,2057,361206
374,Gutfeld on Trump’s speech last night,593,8196,505187
375,"Sarah Sanders on Mattis resignation, wall funding battle",489,3403,345404
376,Ocasio-Cortez lashes out at unflattering likability poll,318,36471,1186442
377,"Conway on Cohen testifying on Capitol Hill, Trump-Kim summit",807,4065,349404
378,Trump goes one-on-one with Laura Ingraham at El Paso rally,509,4098,174683
379,"Trump on fake news, freedom of the press",794,4608,496139
380,"Full Interview: Trump responds to Russian asset allegations, border crisis",1289,8580,475515
381,John Bolton on next steps in effort to stop North Korea's nuclear threat,883,1105,72950
382,Exclusive Interview: Donald Trump Jr. sits down with Ingraham,569,2794,143005
383,The Angle: Kamala's big con,455,14066,1219534
384,Tucker: Left fears Trump wall because they know it can work,295,1718,49802
385,"Trump Melts Down on Twitter, Defends Fox News Hosts: A Closer Look",656,41513,3122948
386,Transcripts of Lisa Page's congressional testimony released,245,1960,115045
387,Sarah Sanders on the border wall funding fight,499,1380,107402
388,Lara Logan doubles down on media bias claims on 'Hannity',406,4614,188058
389,Hannity: Pelosi feigns moral outrage,1190,7926,350554
390,The Angle: Democrats move left and eat their own,525,3867,345923
391,Trey Gowdy: Adam Schiff wants to undo 2016 election results,299,3612,229161
392,Tucker sounds off on new Jussie Smollett developments,696,45879,1302966
393,"Judge Jeanine: Move over fake news, here come fake laws",391,9790,247400
394,Gutfeld on Trump's letter to Pelosi,548,12128,569826
395,Tucker: Useful lessons from the midterm elections,944,13253,437631
396,Trump's full press conference after Kim Jong Un summit in Vietnam,2304,2376,148128
397,Gutfeld on Jussie Smollett's arrest,696,10295,458832
398,Why Fox News just can't quit Donald Trump,392,31799,1875947
399,"Kellyanne Conway on Matt Whitaker, Russia probe",748,773,77074
400,Graham reacts to Trump's announcement of deal to end shutdown,313,5246,446250
401,Gutfeld reacts to Michael Avenatti's arrest,575,4546,192073
402,Tucker: FBI targeted Trump for policy differences on Russia,740,2662,72529
403,"Lindsey Graham on Florida recount, Mueller probe",461,3710,176268
404,Trump delivers remarks in the Rose Garden,3742,3928,173360
405,Hannity: FBI plotted to destroy President Trump,821,6758,260178
406,Exclusive Interview: Melania Trump sits down with Hannity,638,12646,919738
407,Tucker: Elections turn on issues that affect the country,482,3023,81831
408,Gutfeld on Feinstein arguing the 'Green New Deal' with kids,554,4357,198739
409,Senator Graham holds a press conference on the Mueller report,1830,4821,214695
410,Gutfeld on Gillette's new 'toxic masculinity' ad,437,5197,155080
411,President Trump holds a post-election press conference,5230,9755,626227
412,Tucker: What are the Democrats running on?,451,10947,467748
413,"Gutfeld: For Trump-obsessed media, it's all bad all the time",879,5767,435930
414,Trump gives Oval Office address on border security,610,17279,522752
415,President Trump hosts 'MAGA' rally in Arizona,3353,5773,184319
416,Hannity: Migrant caravan is a massive security risk,1010,1471,58669
417,Gingrich: Pelosi has lost control of the House,353,9062,498945
418,'The Five' on Jussie Smollett maintaining innocence,494,6263,441453
419,MAGA teen's lawyer speaks out on $275M CNN lawsuit,352,7124,328776
420,Gutfeld on Ocasio-Cortez’s attack on the press,564,3695,227705
421,Newt Gingrich on Democrats' dangerous new tactics,580,2936,163933
422,Trey Gowdy: Sessions was a 'dead man walking' for months,365,6549,370149
423,Trump and Fox News’s Caravan Hysteria Reaches a Fever Pitch | The Daily Show,510,35880,2253332
424,Tucker: Schumer hated moment when Trump berated him,670,8243,544695
425,Gutfeld on Mueller's fading collusion scandal,592,3040,187889
426,Graham on the Dems' resolution to block Trump’s emergency declaration,816,4828,279939
427,Fox News issues statement after mob targets Tucker's home,368,26723,1148176
428,"Judge Jeanine: President Trump, you must build the wall",491,5544,150615
429,Hannity: The walls are closing in on James Comey,965,3250,175901
430,"Mike Pompeo on Trump's second summit with Kim Jong Un, crisis in Venezuela",722,1061,83960
431,Trump holds 'MAGA' rally in Indiana,4161,2532,87372
432,Sen. King on developments in the Mueller probe,623,151,26105
433,Watch Live: Trump hosts 'MAGA' rally in Florida,5131,3478,97468
434,Ainsley Earhardt interviews President Donald Trump,743,8454,657598
435,'The Five' react to Michael Cohen's prison sentence,498,798,92030
436,"Mick Mulvaney on chances of border deal, Democrats ramping up investigation of Trump admin",816,1733,233459
437,Napolitano: Michael Cohen's plea deal is tip of the iceberg,373,1574,303260
438,Homan on migrant caravan: Be thankful Trump is president,351,3562,155772
439,President Trump holds campaign rally in Missouri,4390,4386,195627
440,"Rudy Giuliani on Michael Cohen's prison term, Flynn memos",781,1401,235959
441,"Trump holds 'MAGA' rally in Charlotte, NC",4482,4307,181215
442,Vice President Mike Pence on President Trump's offer to Democrats to end the shutdown stalemate,956,2464,179198
443,President Trump hosts 'MAGA' rally in Illinois,4207,3823,129144
444,"Sarah Sanders reacts to Flynn sentencing, Comey's attacks",610,3745,242619
445,Tucker: Why aren't we laughing at Jussie Smollett?,442,28346,654940
446,Sara Carter shares her firsthand experience of caravan,372,4510,190769
447,FBI probed whether Trump was secretly working for Russia,167,869,50310
448,Gingrich: Caravan is an attack on US sovereignty,890,11970,882052
449,Gutfeld: A week of backfiring for Democrats,769,1339,38707
450,"The Daily Briefing With Dana Perino 4/2/19 |  Fox News  Today April 2, 2019",2238,93,14593
451,"Trump, Pelosi, Schumer spar on border wall in Oval Office",999,7675,349499
452,Trump delivers a message to Venezuelan-Americans,2229,4243,182480
453,House passes spending bill with $5 billion for border wall,17403,3917,391478
454,Dershowitz: Trump was smart to answer Mueller in writing,465,2503,169410
455,'The Five' react to Trump's heated Oval Office meeting,596,2705,252381
456,Gutfeld reacts to Ocasio-Cortez's '60 Minutes' interview,467,7496,448880
457,Exclusive interview: Trump sits down with Harris Faulkner,534,8896,767195
458,President Trump goes one-on-one with Laura Ingraham,1278,26086,1060922
459,"Pelosi says the wall is immoral, two Fox News religion experts weigh in on her claim",295,827,37178
460,Tucker: Tijuana residents wary of caravan,688,14302,544295
461,George H.W. Bush's state funeral at the National Cathedral,10675,2465,201209
462,New poll: Most voters say Trump is responsible for shutdown,368,705,115908
463,"Outnumbered 4/2/19 |  Fox News  Today April 2, 2019",2011,19,3942
464,Former president of Greenpeace Canada blasts Green New Deal,395,1617,82603
465,Exclusive: Black Hebrew Israelite member speaks out after Covington Catholic confrontation,522,8614,603787
466,Tucker Carlson Blows Up at Rutger Bregman in Unaired Fox News Interview | NowThis,480,45617,2282711
467,Why Gingrich says caravan is 'an attack on America',246,2006,72771
468,Democrat who opposed Pelosi for speaker is blocked from a seat on the judiciary committee,253,4391,234032
469,Jordan delivers fiery opening statement at Cohen hearing,268,7533,202981
470,Trump outlines proposal to end government shutdown,802,7234,448561
471,Rep. Ron DeSantis: Opponent Gillum lied to Florida,400,1323,44826
472,Gaetz shares what he learned from the Comey hearing,528,4233,261160
473,President Trump ignites birthright citizenship battle,428,2186,91899
474,"Tucker: The endless, flawed Mueller probe",339,2248,72190
475,Media quick to slam teens in confrontation with Native American,367,6034,167076
476,Trump makes 'major announcement' on border and shutdown,819,16960,493523
477,"The Daily Briefing With Dana Perino 4/1/19 |  Fox News  Today April 1, 2019",2,58,8694
478,Gutfeld on the MAGA teen video,484,6956,321131
479,Graham: Mueller will be allowed to do his job,560,2464,336239
480,"Fox News Sunday With Chris Wallace 3/31/19 |  Fox News  Today March 31, 2019",2,40,7442
481,White House press briefing | January 28th,3058,1646,118903
482,Tucker: Should America help caravan migrants?,291,4509,273418
483,"Levin weighs in on DOJ, FBI leaks to the media during the Mueller investigation",594,6951,322557
484,Caravan migrants file class-action lawsuit against Trump,426,14866,645078
485,Does California Democrat Rep. Adam Schiff have evidence of Trump-Russia collusion?,411,1470,115529
486,Alexander on FOX News,341,3,160
487,Rush Limbaugh on whether Trump is justified in securing wall funding,875,5559,284233
488,"Fox and Friends Saturday 8AM 3/30/19 |  Fox News  Today March 30, 2019",2,21,2858
489,Rep. Jim Jordan on Comey's cagey closed-door testimony,414,2725,157955
490,"Fox & Friends 4/1/19[7AM full]  | Breaking Fox News April 1, 2019",2197,335,24699
491,The truth about global warming,869,17720,1101034
492,Live: Senate votes on government funding bill with $5B for border wall,28876,1734,314483
493,US reaches deal with Mexico to stop migrant caravan: Fox News report,525,7785,478968
494,Rush Limbaugh explains the Trump phenomenon,742,5786,306942
495,Covington Catholic chaperone: Our kids were targeted,409,6538,217566
496,"Fox Report 3/31/19 [5AM] | Breaking Fox News March 31, 2019",1334,128,6322
497,"Fox and Friends Saturday 3/30/19 |  Fox News  Today March 30, 2019",2,50,5254
498,Fox News Is HURTING,523,13326,360000
499,Ann Coulter on the media mocking caravan concerns,506,10282,730574
500,"Fox and Friends 3/29/19 |  Fox News  Today March 29, 2019",2099,57,6449
501,"Outnumbered 4/4/19 [FULL] | Fox News Breaking April 4, 2019",2365,0,96
502,"Sanders: Trump means it when he says the government could be shut down for months, years",648,4762,844445
503,"Fox Report 3/31/19 [5AM FULL] | Breaking Fox News March 31, 2019",2181,74,6891
504,Coming up on 'Fox News Sunday': August 27,34,11,2775
505,What can US do to stop migrant caravans?,268,3039,162144
506,Berkeley student who recorded attack rips university response,289,8637,376483
507,David Webb accused of 'white privilege' by CNN legal analyst,337,17110,533808
508,Matt Whitaker grilled by House Judiciary | Full Hearing,21451,2389,249835
