Comments,Profine_words,No_words_per_comment,No_filtered_words,Is_profine,Avg_profine_per_comment,Avg_profine_per_filter_comment,No_profane_words
I think that something in the oxygen was getting them high,,11,3,0,0,0.0,0
I CAN ONLY BREATHE OUT OF ONE NOSE you only have one nose,,13,9,0,0,0.0,0
Oxygen bar something that would be a trend on mars,,10,4,0,0,0.0,0
We should go into surgery together,,6,2,0,0,0.0,0
"here we are 
at the oxygen bar
were gonna go home together
in a car
if we die 
before we wake
at least we this oxygen
we got to taste truly beautiful",,27,12,0,0,0.0,0
"Watermelon
Nolemretaw
Yes water melon backwards is honeysuckle
",,6,5,0,0,0.0,0
this would give me a panic attack because i cant even stand the gas at the dentist and the artificial weird smell and feeling,,24,10,0,0,0.0,0
In elementary school we used to sell oxygen as a *joke*,,11,6,0,0,0.0,0
We get it you vape,,5,2,0,0,0.0,0
Someone laced Rhetts oxygen,,4,4,0,0,0.0,0
Call Eminem hell tell you,,5,3,0,0,0.0,0
Rhett We both need a little *snip snip* Me *just got done watching the vasectomy episode*,,16,9,0,0,0.0,0
"I like to see Rhett and link
With the oxygen that they drink
Now Im a poet
And I didnt even know it
What is it that I am smellin
Cause something tells me its water
MELON",,31,14,0,0,0.0,0
Flavored oxygen Uhhhh more like perfume and cologne,,8,5,0,0,0.0,0
What if you drank the liquid,,6,3,0,0,0.0,0
"When I woke up this morning I could only breathe out of one nose
Link",,14,7,0,0,0.0,0
My strange addiction is oxygen I cant stop breathing it and I need help,,14,9,0,0,0.0,0
i went to an oxygen bar and in an ironic twist i passed out from too much oxygen,,18,6,0,0,0.0,0
Rhett got so high lmao,,5,3,0,0,0.0,0
914 chases reaction wtf,,4,4,0,0,0.0,0
I love that Rhett foreshadowed their vasectomies,,7,5,0,0,0.0,0
flavoured oxygen they are called lays,,6,4,0,0,0.0,0
When I woke up I could only breathe out of one nose Link darling you only have one nose Bless your heart ,,23,12,0,0,0.0,0
Chase really needs a raise ,,6,3,0,0,0.0,0
Why did you call a taste test it should have been called a smell test,"test, test",15,7,1,0.13333333333333333,0.2857142857142857,2
"Roses are red
Violets are blue
I just got wierded out
And so did you",,12,5,0,0,0.0,0
rhett was definitely high,,4,3,0,0,0.0,0
That moment your bro passes the juul,,7,5,0,0,0.0,0
They actually did the dual vasectomies a year and a half later,,12,5,0,0,0.0,0
what is it oxygen man LMFAO OMG IM TRYING NOT TO WAKE MY BF UP LOLOLOL my goodness,,18,14,0,0,0.0,0
Wow Links hair has been short alot longer then I remember,,11,8,0,0,0.0,0
theyre high on flavoured oxygen,,5,3,0,0,0.0,0
This is how you add smell to movies and games epic,,11,6,0,0,0.0,0
Rhett says orange like kermit Arnge,,6,4,0,0,0.0,0
cHASES FACE AS SOON AS LINK SAID HE WAS GOING TO A FUNERAL IS THE BEST THING EVER,,18,18,0,0,0.0,0
When i woke up this morning I could only breath out of one nose  Link 2016,,17,9,0,0,0.0,0
The beginning of the video hints at their vasectomy,,9,4,0,0,0.0,0
They are probably just gaining proper oxygen levels  so they had increased endorphins and seemed more enlightened,,18,9,0,0,0.0,0
744 retts impression of a high hippy,,7,5,0,0,0.0,0
2019 anyone ,,3,2,0,0,0.0,0
Chases face when Link said he was going to a funeral omg,,12,6,0,0,0.0,0
1109 my friends who are wayyyyyy smarter than me talking and Im just there,,14,6,0,0,0.0,0
Hey im from McAllen Tx too,,6,3,0,0,0.0,0
Theres something other than oxygen in Rhetts containers,,8,4,0,0,0.0,0
Well comment on this if your watching this in 2019,,10,4,0,0,0.0,0
Little do we know that they were getting high,,9,2,0,0,0.0,0
Hehe I noticed that Jahseh joke Mr Bartender Chahseh,,9,8,0,0,0.0,0
1054 wait link has more than one nose,,8,4,0,0,0.0,0
I swear this wasnt uploaded 3 years ago,,8,6,0,0,0.0,0
We used to have one in the old mall in my hometown My favorite was eucalyptus,,16,6,0,0,0.0,0
Rhett   takes a deep breath  i feel like a can see longer  Me  your getting lightheaded Rhett,,22,14,0,0,0.0,0
628 lol smell buds,,4,4,0,0,0.0,0
210 The origin of the brosectomy,,6,4,0,0,0.0,0
"we should go into surgery together
**gets a vasectomy 1 year later**",,11,6,0,0,0.0,0
when you serene really hard you start _chilling_,,8,4,0,0,0.0,0
When I woke up this morning I could only breathe out of one nose Link How many noses are you hiding,,21,11,0,0,0.0,0
It sounds like theyre getting high,,6,3,0,0,0.0,0
why is link so bad at many things,,8,3,0,0,0.0,0
1980 I be theres going to be flying cars in the future  2018 flavored oxygen,,16,10,0,0,0.0,0
"WHY DO I ALSO SMELL THE ONE OF BLACKBERRY 00 
How did my brain simulated the flavor smell",,18,15,0,0,0.0,0
Does anyone else just love chase,,6,3,0,0,0.0,0
"857 definitely one of the best parts breathe hahahaha
Also 914 that look is everythinng hahaha 3
aLsO 957 I love that guy omg XD",,23,16,0,0,0.0,0
Tbh i think rhett was high when he was breathing the oxygen cause he kept saying things thats was kinda weird ,,22,9,0,0,0.0,0
Anyone else gonna mention that Rhett literally said my nose buds,,11,7,0,0,0.0,0
"1053 link  when I woke up this morning I could only breathe out of one nose 
Me  do you usually breathe out of multiple noses",,27,14,0,0,0.0,0
"Watermelon backwards is honeysuckle 
Rhett most likely high 2016",,9,6,0,0,0.0,0
First evidence on record of Links broken nose xD,,9,7,0,0,0.0,0
does anyone have the link to buy the oxygen bar thing they have,,13,5,0,0,0.0,0
Why does the title of the game sound like 21 pilot lyrics Like the friend part is if just me lmao ,,22,11,0,0,0.0,0
"Im going to a funeral
the guys face in the background like what",,12,6,0,0,0.0,0
Hi Im *pauses* Chahsay *charming smile*,,6,6,0,0,0.0,0
You should of had them inhale helium ,,8,4,0,0,0.0,0
This one is called one legged aunt Hazle,,8,5,0,0,0.0,0
"link when I woke up this morning I could only smell out of one nose
wait you have more than one nose",,21,8,0,0,0.0,0
211 Hue hue hue if only they knew,,8,5,0,0,0.0,0
PINE *Looks at each other surprised* LMAO,,7,4,0,0,0.0,0
My chest hurts right now probably my anxiety,,8,4,0,0,0.0,0
Anyone think of Hazel from TFIOS,,6,3,0,0,0.0,0
Its just a smell its not a flavor lol,,9,4,0,0,0.0,0
130 did he just predict our lord and savior Jahseh Onfroy,,11,6,0,0,0.0,0
I feel like Im going to a funeral _   Chase,,12,9,0,0,0.0,0
Ear it up  I dont know how to do this*people laugh* you dont know how to breath ,,19,9,0,0,0.0,0
Random vasectomy discussion post vid,,5,5,0,0,0.0,0
who else just rewatched link saying phrew prah flew and rhet saying four,,13,6,0,0,0.0,0
The guy in the background is the spotlight for me D,,11,5,0,0,0.0,0
Rett was so high on oxygen,,6,3,0,0,0.0,0
1054 how many noses do you have link,,8,3,0,0,0.0,0
Hardcore bong,,2,2,0,0,0.0,0
"His math is so good 295 oxygen and 78 nitrogen 
Thats more than 100 fool",,15,10,0,0,0.0,0
Antman is too busy smelling oxygen when he should be saving the avengers,,13,6,0,0,0.0,0
I could only breathe out of one nose,,8,3,0,0,0.0,0
rhett herring ,,3,3,0,0,0.0,0
Stop vaping,,2,2,0,0,0.0,0
"3 2 1
PINE Blackberry lol",,5,5,0,0,0.0,0
If u were to take a big breath in of pure oxygen then do u think u would be able to hold ur breath under water longer,,27,10,0,0,0.0,0
Dont do oxygen kids,,4,3,0,0,0.0,0
I just watched a video of 2 men getting high off of flavored oxygen,,14,8,0,0,0.0,0
wake and taste dont rhyme call eminem hell tell yah bahaha try to get Em on the show please ahaha,,20,11,0,0,0.0,0
Why does Rhett seem highly the whole video,,8,4,0,0,0.0,0
watermelon backwards is honeysuckle Rhett 2016,,6,5,0,0,0.0,0
"Link leather is envigerating for you when worn where 
I died",,11,6,0,0,0.0,0
I think progressively they got higher and higher,,8,4,0,0,0.0,0
what are smellbuds,,3,1,0,0,0.0,0
1960 I bet well have flying cars in the future 2016 Lets try different flavors of literally air,,18,12,0,0,0.0,0
rhett is getting so high   ,,8,5,0,0,0.0,0
links olfactory nerve is broken ,,6,5,0,0,0.0,0
Oh the foreshadowing,,3,2,0,0,0.0,0
This is what I call content two middleaged men getting high on flavored oxygen,,14,9,0,0,0.0,0
"I feel smarter
**5 mins later**
trying to confirm it with my smell buds",,12,8,0,0,0.0,0
I should be sleeping now but instead im watching two guys breath Lmao,,13,6,0,0,0.0,0
Umits pronounced 1 nostril Hahaha,,5,5,0,0,0.0,0
Im pretty sure that they just got high off of flavored oxygen,,12,5,0,0,0.0,0
"Im being inviged
XD",,3,2,0,0,0.0,0
Later did they know they would get a vasectomy together,,10,2,0,0,0.0,0
Ya ever heard of vaping,,5,3,0,0,0.0,0
"Oxygen is 78 nitrogen
No air is 78 nitrogen
Oxygen is 100 oxygen",,11,8,0,0,0.0,0
So its smell,,3,2,0,0,0.0,0
Is it sad that the last time I had watched Good Mythical Morning was in  early 2017,,18,11,0,0,0.0,0
They talked about getting a vasectomy together and no one is saying anything in the comments,,16,4,0,0,0.0,0
"Nobody
Rhett lets talk about this",,5,2,0,0,0.0,0
For some apparent reason i got excited when he said serenity but then again it is my name ,,19,6,0,0,0.0,0
There is a picture of a fennec fox in the back and wow I love it,,16,7,0,0,0.0,0
100 oxygen is bad for you and potentially toxic,,9,4,0,0,0.0,0
they didnt mention that when you enhale pure oxygen u actually get high thats why its so enjoyable,,18,7,0,0,0.0,0
At 804 when u hit cocanie for the first time,,10,5,0,0,0.0,0
Ive watched them for a while i wonder if they smoke weed ,,13,6,0,0,0.0,0
I feel like the title should be Scented Oxygen vs Flavored,,11,6,0,0,0.0,0
Elizabeth from Texas is so pretty nice,,7,4,0,0,0.0,0
Rhett the sixth sense is also known as being slightly high,,11,4,0,0,0.0,0
*PURE* _uncut_ OxYgEn,,3,3,0,0,0.0,0
Link has more than one noses now apparently  *when I woke up this morning I could only breathe out of one nose*,,23,10,0,0,0.0,0
To this day whenever I think of or hear someone say the words Here we are I always end it in my head with at the oxygen bar,day,28,9,1,0.03571428571428571,0.1111111111111111,1
this is my first  gmm episode i ever watched about 4 years ago  and i have been watching everday since then and today i come back which really made my day seeing how much they and me have grown and been happy,day,44,14,1,0.022727272727272728,0.07142857142857142,1
And they actually got a vasectomy on the latest vid *gg*,,11,5,0,0,0.0,0
Ive been with gmm since my brother was 10 and now hes in 2nd year university,,16,7,0,0,0.0,0
When you serene really hard,,5,3,0,0,0.0,0
Rhett gets super powers with flavored oxygen,,7,5,0,0,0.0,0
Wonder if you could get addicted to this,,8,2,0,0,0.0,0
I bet it was so awkward For Chas in the background  The whole time Blackberry taste like tree to you He was silently going wtf and shaking his head,,30,18,0,0,0.0,0
805 links face will cure any type of depression,,9,7,0,0,0.0,0
628 trying to confirm it with my smell buds,,9,4,0,0,0.0,0
What ad did you see I saw metro pcs,,9,5,0,0,0.0,0
"FriendHey Ro what are you watching
RomeTwo men breathing air",,9,6,0,0,0.0,0
u know inhaling excess oxygen can create a high feeling thats why Rhett and link are kinda high in this vid,,21,11,0,0,0.0,0
These guys look high when breathing pure oxygen I can see farther,,12,8,0,0,0.0,0
Our buddy Rhett was FEELIN it,,6,4,0,0,0.0,0
"I baked you some oxygen
Oh boy what flavor
Oxygen oxygen oxygen 
Dad Im suffocating
Hi suffocating im dad
Why did you name me this way
Why why why",,24,13,0,0,0.0,0
Me watching 2 guys breath ,,6,6,0,0,0.0,0
Chases face after Link smells the watermelon and says Im going to a funeral ,,15,9,0,0,0.0,0
im glad that its not 100 oxygen because oxygen is quite flammable,,12,5,0,0,0.0,0
1052 when I woke up this morning I could only breathe out of one nose link 2016,,17,9,0,0,0.0,0
633 me and my drunk friends,,6,3,0,0,0.0,0
your butt produces the BEST oxygen eva,,7,5,0,0,0.0,0
I feel like theyre just going to be doing a drug taste test soon,test,14,6,1,0.07142857142857142,0.16666666666666666,1
1301 I love that they switched the camera angle to just Chase nodding at what Rhett said Thats true camera work,,21,13,0,0,0.0,0
"1256 
Its like when you serene really hard you start chilling 
",,12,7,0,0,0.0,0
When high school boys are asked whats in their vape pen during school uhh its flavored oxygen its prescription,pen,19,12,1,0.05263157894736842,0.08333333333333333,1
They were vaping before anyone was true legends,,8,4,0,0,0.0,0
Damn Rhett back at it again with cheating right off the bat,,12,4,0,0,0.0,0
call Eminem hell tell you,,5,3,0,0,0.0,0
You guys are smoking through your nose,,7,4,0,0,0.0,0
"p2
FriendThen why is it liquid
RomeIm not a rocket scientist",,9,4,0,0,0.0,0
Rhett is so much higher than link its hilarious XD,,10,5,0,0,0.0,0
This was the first ever gmm episode i watched Now i watch it as much as i can U have helped me out Im so glad i watch u guys I hope u guys never stop doing this Keep being your mythical best Mythical beasts unite And dis they get that snip snipyes Did they do it togetheryes Did they record ityes Did they post it as a episodedefinetly Did i need to see thatnot at all,snip,77,35,1,0.012987012987012988,0.02857142857142857,1
"I could only breath out of one nose this morning
Bish wat Thats pretty weird I could only breath out of one nose too ya know I only have one nose",ya,30,14,1,0.03333333333333333,0.07142857142857142,1
Rhett Man I dont know how to do this  Link You dont know how to breath,,17,9,0,0,0.0,0
 I could only breathe out of one nose  Uhh yeah Link I think thats exactly how youre supposed to breathe Hahah,,23,13,0,0,0.0,0
Rett I dont know how to do this Link  YOU DONT KNOW HOW TO BREATHE,,16,11,0,0,0.0,0
"Rhett I want it all the time
Link what is it
Rhett oxygen man
Link I mean what flavor _ Me *laughing*
It hurts to laugh",,22,13,0,0,0.0,0
"1106 I also feel like I could do alot of meth
So he has done it huh",,16,7,0,0,0.0,0
You said oxygen taste test its SMELL TEST,test,8,6,1,0.125,0.16666666666666666,1
They had these all over the vegas strip and I was too young to do it unfortunately when I lived there  so excited to see this,,27,9,0,0,0.0,0
"I feel like Im at a funeral
HAHAHA CHASES FACE OF CONFUSION IS PRICELESS",,13,10,0,0,0.0,0
You know that 100 Oxygen is super dengerus,,8,5,0,0,0.0,0
I think some of that Oxygen has gone to there heads D,,12,4,0,0,0.0,0
When you serene really hard you start chillin man my new favorite quote lol,,14,9,0,0,0.0,0
Is it just me or does Rhett always win Cheating Maybe he hides the answers in his beard,,18,8,0,0,0.0,0
